"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionControl","TowersKilled","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","CCDuration","AvgGameLength"
"TehNumberSeven",2.91,3.40,4.30,9.10,1,0,1,2,6,30,21,2,18,1,3,50,77.65,2245.7
"RustyBEW",2.20,7.60,6.10,5.80,6,0,4,0,0,60,2,11,15,4,6,46,51.45,1940.4
"SKT T1 Maki",3.08,4.90,3.60,6.20,2,5,1,2,0,40,16,10,13,1,5,50,114.23,1935.6
"Balugaa",4.00,5.80,3.80,9.40,2,3,5,0,0,60,6,6,15,5,3,61,151.42,1875.5
"OK OK OK OK",2.43,2.90,4.40,7.80,6,2,1,0,1,30,19,11,9,6,2,45,184.92,1856.7
"McNabi",3.45,1.60,3.30,9.80,0,0,0,3,7,50,4,12,13,2,1,50,22.58,1646.1
"Call Me Douglas",1.55,4.40,6.00,4.90,3,2,4,0,1,50,9,7,11,6,5,44,55.47,1676.6
"Alzharaii",3.53,6.50,4.30,8.70,0,5,5,0,0,60,8,4,17,0,6,53,58.38,1812.1
"Shubh",2.15,7.60,7.20,7.90,7,0,3,0,0,70,11,7,17,1,7,47,64.75,2389.6
"xXSmallPenisXx",3.03,10.10,6.10,8.40,0,0,4,6,0,80,6,22,26,3,6,53,39.85,1981.9
"OpDTichi",2.24,9.30,8.00,8.60,0,1,0,9,0,40,0,11,22,0,6,57,125.57,2177.2
"Dis Lemon",2.66,3.20,4.10,7.70,1,7,1,0,1,60,2,4,9,2,6,48,131.88,1753.5
"Hostage Sausage",1.56,4.40,4.80,3.10,1,9,0,0,0,30,0,4,15,2,1,34,113.63,1714
"Dark Wristband",3.00,4.90,4.80,9.50,0,4,2,1,3,50,30,6,17,4,2,53,125.00,2082.9
"Your True Love",2.25,4.70,5.10,6.80,6,3,1,0,0,70,16,14,18,1,2,40,70.65,1873.9
"KT Rory",2.15,5.30,6.10,7.80,1,2,1,4,2,40,7,10,17,2,1,48,64.30,2113.9
"ONE KICK GUY",3.79,3.20,3.90,11.60,5,0,0,0,5,40,27,6,13,1,6,52,47.63,1923.5
"Good DirecTor",3.11,9.70,5.30,6.80,1,5,3,1,0,40,10,8,16,9,3,64,113.25,1888.3
"SteinsGatelol",4.91,11.10,4.50,11.00,0,1,0,9,0,100,2,15,25,3,7,64,39.27,1865.1
"xIMUDIx",2.50,6.60,6.20,8.90,9,0,0,1,0,70,4,14,19,6,4,52,203.83,2298
"Risdom",1.88,8.50,7.50,5.60,0,3,3,4,0,20,9,5,11,1,5,50,74.55,2177.7
"Lone Assassin",1.29,5.60,10.60,8.10,0,0,2,6,2,20,1,9,12,1,4,54,25.77,1939.9
"phillip ondeez",1.43,4.00,6.00,4.60,1,4,0,5,0,50,18,8,14,5,1,38,46.90,1622.3
"ProxyID",1.38,2.70,3.90,2.70,0,3,2,0,0,20,12,2,7,1,1,47,33.52,1981.4
"unperfected32",2.05,5.20,6.00,7.10,5,5,0,0,0,50,12,12,13,2,3,45,111.73,1729.3
"Jz52019",3.35,4.20,3.40,7.20,0,3,7,0,0,90,15,13,15,6,8,50,60.77,1586
"FunnyMemesTBHFam",2.54,5.10,5.00,7.60,6,1,3,0,0,30,0,12,10,2,4,47,129.77,1967.9
"Twist of Fate",3.14,6.80,4.90,8.60,1,0,7,0,2,60,12,15,17,1,4,57,82.38,1889.8
"UrinatingTurtle",2.82,4.30,3.40,5.30,0,0,0,10,0,50,6,12,12,4,4,46,55.97,1841
"Skankiasaurus",2.91,1.50,4.40,11.30,1,0,0,1,8,60,12,5,18,5,3,52,73.62,1842.3
"DeathByNinjas",1.32,4.90,7.80,5.40,0,2,0,8,0,30,0,11,13,2,2,49,35.82,1758.8
"Rauh W Begriff",1.62,1.60,6.80,9.40,2,2,2,1,3,40,12,2,10,1,3,47,64.90,1776
"H8ED Ace",2.81,6.60,6.20,10.80,3,3,1,0,3,70,9,8,17,5,8,58,79.72,2095.4
"SexyDonnie",1.34,4.90,7.70,5.40,1,0,8,0,1,40,11,11,10,2,3,45,62.23,1857.4
"PharmerT",2.04,4.40,5.30,6.40,10,0,0,0,0,70,18,17,16,3,5,42,51.45,1682.3
"DedChixCantSayNo",2.80,7.50,5.00,6.50,0,5,3,2,0,50,0,9,13,2,2,49,160.90,1919.3
"Greeener",2.94,6.60,4.80,7.50,0,4,3,0,3,40,18,5,19,4,5,52,50.42,1924.7
"TheB1ackninja",4.09,5.80,3.20,7.30,1,0,2,7,0,70,4,17,18,4,4,52,86.52,1988.5
"3LChrist",2.22,6.80,6.50,7.60,0,2,3,5,0,80,5,17,22,4,9,50,57.82,1948.7
"boxlord",2.61,6.00,5.90,9.40,8,1,0,0,1,50,34,10,14,4,4,51,170.42,2082.2
"6666666666",2.53,3.00,5.10,9.90,0,6,1,1,2,40,12,1,11,2,3,56,141.07,1706.6
"Omnipotent Lord",2.00,5.90,6.40,6.90,0,3,3,1,3,30,11,7,16,2,2,51,69.53,1909.7
"Silver Trash Can",2.87,6.30,6.00,10.90,0,3,0,7,0,40,2,20,24,3,6,48,79.03,2276.7
"MagicJelly",3.02,10.90,6.00,7.20,1,2,0,7,0,90,12,31,20,2,4,58,50.65,1948.1
"PlzKillADCFirst",4.41,7.20,3.40,7.80,4,0,2,4,0,70,3,13,13,2,6,62,103.63,1805.6
"FascistMoose",2.12,4.40,6.00,8.30,0,0,3,3,4,40,2,10,15,0,3,43,37.72,2095.2
"ADmid is god",3.65,2.50,3.40,9.90,1,0,1,0,8,60,7,2,9,1,4,51,44.48,1696.1
"lnsinuate",2.19,3.70,6.20,9.90,3,1,3,1,2,50,8,6,15,1,5,52,86.02,1922.5
"Mazerus",2.51,6.00,5.30,7.30,0,0,1,9,0,50,4,13,19,2,5,46,31.88,1963.4
"Damn Devin",1.83,8.40,7.70,5.70,3,3,1,2,1,30,0,5,13,2,1,59,159.43,1706.3
"Rootarete",3.04,2.00,4.90,12.90,0,1,0,1,8,30,28,5,18,3,4,63,93.93,1949.2
"Vichiina",3.33,6.30,4.00,7.00,7,3,0,0,0,60,6,10,9,2,4,57,47.12,1731.4
"Zcuz",3.53,4.60,3.60,8.10,7,0,0,3,0,50,10,15,14,0,2,53,68.45,1831.4
"Nuking",3.08,7.30,5.00,8.10,1,2,1,2,4,60,22,11,13,4,1,55,68.10,1645.8
"Hadok3n",5.69,10.50,3.60,10.00,0,0,0,10,0,80,0,17,26,0,8,57,155.07,2330.5
"Riven Jenner",2.39,7.20,6.20,7.60,1,3,2,4,0,40,4,3,14,3,3,56,73.23,1817.8
"Nambo Clears",4.31,4.30,2.60,6.90,1,3,3,3,0,30,13,10,11,2,1,47,107.20,1956.7
"YouJustGotRaked",2.25,7.70,7.10,8.30,4,2,1,2,1,50,14,13,19,4,3,54,76.15,2092.9
"Vyvy",3.20,8.60,5.50,9.00,3,0,0,7,0,70,8,30,21,2,5,57,73.80,1920
"ryutheilliterate",2.65,1.90,5.40,12.40,1,0,1,0,8,40,16,3,16,1,4,55,29.32,1921.7
"Big Champs",2.47,2.00,6.60,14.30,0,0,0,3,7,60,1,6,26,1,7,53,20.42,2282.7
"EDG AIpaca",2.63,7.20,5.60,7.50,0,0,0,10,0,50,0,12,14,4,4,55,63.52,1925
"Sergioislord",3.16,6.90,4.90,8.60,2,8,0,0,0,60,9,14,17,0,7,53,72.42,1924.3
"I Started That",1.68,4.20,7.50,8.40,0,7,3,0,0,40,36,5,7,3,3,47,36.45,1917.1
"OrangeChickenss",2.00,9.00,7.50,6.00,1,0,0,9,0,30,16,13,10,4,4,61,67.93,1694.8
"BeastoftheYear",1.65,5.20,6.50,5.50,5,1,4,0,0,50,8,4,16,7,3,44,94.83,1727.2
"Splure",2.40,8.90,6.70,7.20,0,1,9,0,0,50,2,12,15,2,5,56,39.22,1966.7
"LeviathanDuo",2.47,5.90,5.70,8.20,0,7,0,3,0,40,8,9,10,2,4,55,106.70,1920.6
"lm a weeaboo",2.12,6.00,5.70,6.10,0,2,3,5,0,40,7,14,16,1,2,47,41.63,1918.8
"WeReWoLf LiCh",2.40,7.50,8.10,11.90,1,2,7,0,0,90,3,11,21,1,8,56,82.73,2117.2
"Call Me Noona",3.61,9.40,5.10,9.00,0,0,2,8,0,70,0,13,15,5,7,61,29.65,1923.4
"Xiaobaichai",2.01,6.70,7.20,7.80,0,3,3,4,0,40,25,9,13,3,6,58,102.25,2120
"KpuC",2.48,5.90,6.20,9.50,1,7,0,0,2,50,10,12,22,1,9,52,116.93,2091
"DuckDuckis",1.73,5.90,8.20,8.30,1,3,6,0,0,50,28,5,17,0,1,48,120.80,1931.3
"Shadrolics",3.51,1.40,4.50,14.40,0,0,1,0,9,70,26,6,18,3,4,57,69.23,1724.2
"Khoozie",2.63,4.50,4.60,7.60,2,0,1,5,2,50,1,7,7,1,2,48,66.87,1777.6
"STARCALNOO",2.89,2.10,4.60,11.20,0,3,0,0,7,50,37,5,15,1,1,55,25.00,1866.6
"Tristarn",3.78,7.30,3.70,6.70,5,0,3,1,1,40,3,9,13,2,5,50,64.33,1991.6
"Reckoning Night",2.58,7.70,7.80,12.40,0,5,5,0,0,40,2,7,10,2,2,58,133.52,2099.3
"KismyS",2.94,3.20,6.80,16.80,0,0,0,0,10,60,47,2,19,1,4,57,59.55,2117.1
"iamjordaddy",2.77,8.90,6.50,9.10,0,1,3,6,0,50,4,15,18,0,5,52,57.63,2109.8
"ToqsiK",3.45,5.90,4.20,8.60,5,0,0,5,0,10,16,6,10,2,2,52,231.10,2147.4
"7 Cities",2.51,4.20,5.70,10.10,5,0,0,5,0,80,11,22,20,4,5,48,58.82,1887.4
"LoLoYo",1.82,6.80,7.30,6.50,0,5,3,1,1,30,0,10,19,1,4,44,84.75,2091.9
"frolicky72",3.16,9.50,5.50,7.90,1,3,0,6,0,40,1,12,17,4,6,61,99.15,2120.1
"hystrinn",2.06,2.00,5.00,8.30,0,0,1,5,4,40,17,7,11,3,0,46,69.35,1942.1
"littlefatsome",2.13,4.00,5.30,7.30,3,5,0,1,1,40,3,12,12,3,2,41,75.10,1949
"SurvivorD",2.06,2.80,6.30,10.20,2,1,0,1,6,40,6,2,16,1,1,47,98.17,2053
"PuffyRice",3.31,1.80,5.40,16.10,0,0,0,0,10,30,1,3,17,1,2,62,117.23,2337.3
"Drunk Tank",5.13,7.00,3.20,9.40,0,0,10,0,0,50,5,10,14,0,2,67,43.13,1863.6
"D1 ZC",1.49,3.30,5.50,4.90,0,7,1,2,0,40,0,6,11,2,1,46,53.50,1491.2
"DASH ABSOLUCASLY",1.42,2.70,6.60,6.70,0,6,0,3,1,20,7,0,14,0,1,42,41.40,1814.8
"CaraMojada",4.03,3.70,3.50,10.40,4,0,6,0,0,40,31,10,19,3,3,54,232.47,1966
"Akú",4.70,6.80,2.70,5.90,0,0,1,9,0,70,4,28,14,2,1,54,30.57,1793.5
"Mister Pugglez",2.02,6.30,6.40,6.60,3,0,3,4,0,40,1,15,18,2,5,45,40.72,2192.1
"Cotton Kandee",2.22,1.30,4.50,8.70,5,0,1,0,4,30,17,2,14,3,4,46,124.87,2055.4
"Samster25",2.20,6.70,7.50,9.80,1,1,6,1,1,60,3,4,23,1,4,50,54.58,2194.7
"Annie Hathaway",3.10,2.70,3.90,9.40,0,6,0,0,4,80,4,7,20,5,7,50,81.25,1767.2
"Likasumboooty",1.73,5.40,7.70,7.90,0,5,0,5,0,10,0,5,9,1,0,45,78.50,2055
"lego my ekk0",2.42,7.20,6.20,7.80,5,1,4,0,0,40,1,18,7,2,3,57,36.25,1760.1
"Evbot",3.74,6.00,4.30,10.10,0,2,6,0,2,50,1,14,14,5,4,59,66.20,1948.4
"dino suar",2.62,3.30,5.20,10.30,5,2,0,1,2,40,13,5,15,1,5,50,76.72,1877.6
"bk kids club",2.92,0.90,1.30,2.90,1,0,1,0,1,33,3,0,5,0,1,48,2.88,2129.3333333333335
"KillerXrelliK",2.13,2.30,5.40,9.20,1,2,1,1,5,70,20,5,20,4,3,44,62.85,1873.1
"Meek MiIl",3.65,7.60,4.60,9.20,5,4,0,1,0,70,7,9,17,2,5,49,291.23,1959.4
"Logical Syntax",0.94,3.70,8.60,4.40,0,1,1,7,1,20,0,7,11,1,1,36,24.60,1816.3
"Lutang",3.72,8.80,4.30,7.20,0,0,0,10,0,60,11,17,10,2,4,56,52.92,1994.7
"ItchyBadger",1.61,4.60,6.90,6.50,4,5,1,0,0,40,8,6,8,2,3,49,62.12,1840.5
"HI Limitless",2.71,5.50,4.80,7.50,0,8,0,2,0,50,12,6,12,2,1,44,85.48,1991.6
"LoliAshe",3.20,5.00,4.10,8.10,4,0,0,6,0,40,3,13,16,0,6,47,97.80,2109.1
"FYL Jacky",4.30,7.60,4.00,9.60,7,0,1,0,2,80,12,14,23,4,7,62,106.93,1936.8
"faivre",2.08,2.60,6.30,10.50,0,1,1,4,4,50,20,7,19,2,3,47,53.03,1898.2
"Artorias and Sif",2.42,3.80,5.50,9.50,0,0,2,3,5,70,18,8,23,1,8,50,75.13,1889.4
"MoonTickles",2.09,3.50,4.40,5.70,0,2,4,4,0,30,22,1,10,0,1,42,62.07,1766.6
"Spamdinie",1.74,6.60,8.20,7.70,3,7,0,0,0,40,7,10,17,3,5,50,103.57,2140.1
"Hybernian",3.40,5.90,4.70,10.10,0,2,4,3,1,70,0,16,23,1,2,57,80.25,1938.8
"Kadeo18",1.73,4.60,6.20,6.10,3,5,2,0,0,10,5,2,13,3,1,58,68.93,1905.5
"6695",4.47,10.10,4.30,9.10,2,0,8,0,0,50,9,8,24,3,9,58,78.78,2197
"Indukti",1.71,3.30,5.60,6.30,5,1,2,1,1,20,7,6,10,3,4,40,141.55,2018.8
"iDislikeYou2",2.09,3.40,5.60,8.30,1,2,5,1,1,40,21,9,14,4,1,43,115.25,2100.6
"Kadok",1.72,4.70,5.40,4.60,0,7,0,1,2,50,34,4,17,7,3,44,98.77,1747.4
"TTTTika",2.55,1.90,4.20,8.80,0,0,4,0,6,50,8,7,16,2,6,39,84.38,1913.1
"ComeBackCat",1.58,4.90,7.30,6.60,7,1,2,0,0,20,3,8,15,2,3,46,48.22,2179.1
"Swaag Champ",3.02,7.80,5.70,9.40,2,7,0,1,0,60,15,8,22,7,2,54,101.58,1996.1
