"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionControl","TowersKilled","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","CCDuration","AvgGameLength"
"Girl ADC xD",3.07,7.80,4.60,6.30,0,0,1,9,0,60,10,20,8,1,3,61,47.98,1774.2
"Shacsteryo",1.93,4.90,5.50,5.70,0,10,0,0,0,40,12,6,15,1,2,51,119.58,1655.1
"dueygolf",2.95,3.80,3.90,7.70,3,1,0,6,0,40,22,7,17,0,2,54,58.18,1863.1
"Ants",3.48,3.80,2.50,4.90,2,2,6,0,0,50,11,10,12,2,2,49,60.38,1538.1
"FirstChoice",2.81,5.50,4.70,7.70,3,0,5,2,0,40,3,11,15,4,4,58,92.53,1773.3
"ADC LF LCS TEAM",2.57,6.00,4.40,5.30,0,0,0,10,0,50,13,24,15,6,3,48,67.68,1741.8
"whatsaward",3.12,6.50,5.20,9.70,5,1,1,0,3,60,20,7,18,1,4,57,73.88,1982.6
" I E",4.55,5.60,3.10,8.50,0,1,7,0,2,70,21,16,16,6,2,63,111.38,1759.6
"kyle 8D",3.15,2.20,3.90,10.10,0,0,1,0,9,40,29,2,20,3,3,53,189.38,1938.2
"Mukatto",2.85,4.80,3.90,6.30,7,0,3,0,0,50,18,11,25,4,6,47,119.83,1942.6
"Twilly",3.60,7.10,4.20,8.00,1,4,5,0,0,30,0,5,21,7,4,56,74.92,2119.5
"HotDream",3.19,7.60,5.40,9.60,0,0,2,8,0,60,7,17,12,2,2,57,29.82,1793.6
"MercRydias",4.28,2.30,3.20,11.40,2,0,0,0,8,70,19,5,15,1,4,58,26.78,1520.3
"NuthinImpossible",1.68,3.50,6.30,7.10,4,1,1,4,0,40,9,11,14,4,3,36,64.57,1930
"lllllIIIIIlllllI",3.25,4.80,4.00,8.20,2,0,0,7,1,40,12,7,11,1,1,59,69.50,1771
"FappToTheFuture",1.69,1.10,6.10,9.20,0,0,0,1,9,30,17,2,15,2,1,50,52.40,1724
"MykieMaus",3.15,5.70,3.90,6.60,0,0,1,9,0,40,11,16,16,3,5,47,35.83,2108.3
"TheRickestRlCK",2.05,4.50,5.50,6.80,0,3,1,6,0,50,13,11,15,4,3,52,52.97,1901.8
"SoullessInferno",2.45,5.30,5.30,7.70,2,1,0,4,3,40,22,7,13,4,5,57,64.10,1820.5
"The Playmaker",3.08,7.10,3.90,4.90,0,1,9,0,0,40,4,9,9,3,5,55,37.05,1705.2
"Gtx1zzz",2.93,5.20,4.40,7.70,2,7,0,0,1,40,20,4,11,6,1,58,60.23,1652.3
"bormeleon",3.81,1.90,3.20,10.30,3,0,0,0,7,40,33,6,10,3,5,55,38.37,1846.4
"Cresto",2.86,6.20,5.80,10.40,0,0,2,8,0,50,13,12,12,3,5,59,43.77,1875.7
"Dan Nacht",2.67,5.60,4.60,6.70,0,0,0,10,0,50,14,18,11,3,2,56,24.05,1677.1
"BDR Azrharn",5.77,3.50,2.20,9.20,5,0,1,4,0,70,4,13,21,4,5,51,206.27,1938.4
"JRZ0924",1.88,5.10,5.10,4.50,6,3,1,0,0,50,10,9,16,5,4,40,26.35,1715.6
"Finish Flash",3.13,7.30,4.00,5.20,5,0,5,0,0,50,22,7,12,3,4,52,66.32,1776.1
"Natsume Rin",3.03,2.60,3.50,8.00,8,1,0,0,1,30,22,12,13,10,5,63,89.70,2133.8
"DnA shockwave",2.17,7.50,5.90,5.30,0,2,8,0,0,40,6,7,8,4,4,60,61.05,1716.4
"Sice",1.93,5.20,5.60,5.60,3,5,0,0,2,20,9,8,13,0,4,49,130.43,1871.7
"shumai oppa",2.42,5.10,4.50,5.80,3,1,6,0,0,50,40,8,13,6,6,51,53.45,1671.9
"Hey Im Nza",1.72,3.60,5.80,6.40,3,1,0,5,1,30,8,8,13,0,3,48,47.62,1708.2
"Amjc3",4.41,2.60,3.20,11.50,0,1,1,3,5,50,45,14,19,5,5,62,50.32,1774.5
"Mgic",2.59,4.30,3.90,5.80,0,0,7,3,0,60,27,12,9,1,2,48,46.55,1813.8
"Where is Osama",2.30,6.30,5.40,6.10,5,0,0,4,1,60,0,15,15,3,6,51,53.97,1805.9
"Michael creative",3.14,4.70,3.70,6.90,2,1,2,5,0,40,8,10,14,2,3,53,31.27,1669.9
"RMikasBootySlap",2.16,4.70,5.50,7.20,3,0,7,0,0,40,8,7,21,1,5,44,77.20,2061.1
"Ianbearpig1337",6.04,1.40,2.30,12.50,0,0,1,0,9,50,23,5,14,4,6,63,20.37,1726.6
"SoulReaverDraven",1.83,4.00,5.40,5.90,0,0,2,8,0,20,10,7,8,3,5,51,73.68,1875.8
"sporo",2.55,6.30,6.20,9.50,3,0,1,6,0,50,0,11,16,4,3,50,68.65,1878.3
"Ser Veresta",2.64,5.60,4.40,6.00,4,3,1,1,1,50,5,14,11,3,3,50,42.35,1727.8
"Rex Sum",2.14,5.90,5.10,5.00,8,2,0,0,0,40,8,6,14,2,4,51,105.58,1765.9
"Thai",1.88,6.40,6.60,6.00,0,0,8,2,0,60,11,13,10,4,4,53,46.75,1867.3
"Dread Infernal",3.14,3.70,5.00,12.00,1,0,1,0,8,50,27,12,18,2,2,59,69.83,2088.1
"AvoFellBlade",1.90,4.10,5.80,6.90,5,5,0,0,0,60,18,13,16,3,3,40,143.20,1925.9
"DrunkCatalyst",4.16,8.80,5.00,12.00,2,5,2,1,0,60,23,6,17,2,6,64,169.05,2238.6
"Xii Xii Xii",2.51,5.80,5.30,7.50,0,2,7,0,1,50,23,6,14,2,5,54,56.60,1718.7
"Bie Gao Wo A",2.53,5.20,5.30,8.20,0,0,5,5,0,60,16,10,19,3,5,47,66.47,1919.9
"RougeDraven",3.34,5.10,4.40,9.60,1,7,0,1,1,80,16,9,17,8,8,50,84.60,1841
"MooseHater",2.37,7.70,5.40,5.10,9,0,1,0,0,80,16,23,19,6,6,43,12.30,1889.7
"fLcQuix",2.07,3.40,4.30,5.50,0,0,3,7,0,30,18,12,9,3,2,47,42.95,1741.1
"Edxecutus",2.52,4.70,5.80,9.90,0,4,0,3,3,40,4,9,14,2,4,61,51.38,1843.3
"PANDApika233",3.82,1.20,4.50,16.00,0,0,0,0,10,70,18,6,14,1,7,59,45.12,1741.2
"Weeknd",2.79,5.00,4.30,7.00,5,0,4,1,0,40,16,8,14,2,2,58,86.88,1652.3
"OfficerHunnybuns",2.54,5.40,4.80,6.80,2,4,0,2,2,60,25,12,10,3,1,53,59.28,1629.2
"Atik B",2.16,5.10,4.90,5.50,0,7,3,0,0,60,16,25,12,3,4,44,96.17,1815.1
"Znipe",2.63,6.60,4.60,5.50,0,2,0,8,0,40,5,7,14,2,2,58,33.27,1557.1
"Hey Its Yasuo",2.46,3.80,4.60,7.50,0,0,3,6,1,50,5,9,11,3,4,52,25.03,1589.1
"HeartbreakeroO",2.09,5.60,7.50,10.10,0,3,2,3,2,40,10,7,15,1,5,59,175.22,2014.9
"Zhico",2.57,4.10,4.70,8.00,3,1,0,4,2,20,22,7,12,2,2,51,73.97,1815.8
"spurm",4.33,2.90,3.00,10.10,0,0,0,3,7,40,0,8,15,4,3,63,34.60,1723.4
"HweSang",2.02,4.90,4.80,4.80,0,4,0,6,0,10,12,4,7,0,0,57,41.43,1545.3
"Bes",2.03,7.20,6.50,6.00,3,0,0,7,0,20,0,6,5,1,0,57,72.42,1744.8
"Certified Noob",4.09,2.50,4.40,15.50,0,0,0,1,9,60,45,3,13,3,1,64,18.45,1706.5
"Freakenpope",3.56,6.80,3.90,7.10,3,7,0,0,0,70,20,5,17,2,3,52,108.27,1704.8
"GATO DarkLicking",1.92,1.80,6.30,10.30,1,1,0,2,6,30,22,3,14,6,5,51,142.02,1930
"Valkroth",2.64,3.30,4.70,9.10,5,1,0,0,4,50,17,6,15,5,4,54,116.03,1889.7
"Etheopia",1.98,6.30,6.20,6.00,0,1,0,9,0,30,4,14,14,3,5,54,96.63,1977.8
"Teburu X",1.79,4.80,6.10,6.10,10,0,0,0,0,40,12,24,16,2,2,45,58.53,1952
"Pablohoney",2.55,7.20,5.50,6.80,2,7,1,0,0,10,20,2,14,1,3,56,89.25,1973.4
"Get the D",2.11,1.30,4.60,8.40,0,0,0,0,10,20,28,1,9,1,3,51,32.93,1729.1
"Kawaii Crab",2.33,3.40,3.00,3.60,0,5,0,5,0,30,9,5,9,0,1,45,59.28,1520.2
"Roleiz",2.16,5.40,4.40,4.10,1,7,0,2,0,40,11,6,10,4,4,52,66.07,1623.2
"Serky",1.25,5.10,7.70,4.50,5,5,0,0,0,20,2,9,17,3,1,48,110.68,1848.3
"Japcho",2.50,4.60,4.20,5.90,7,1,2,0,0,70,19,22,9,7,4,45,38.12,1658.1
"blobs",2.11,5.10,5.50,6.50,2,0,4,4,0,50,25,14,15,1,4,48,137.80,1791.8
"Big Otis",2.48,4.00,4.00,5.90,0,0,8,2,0,30,29,6,11,9,2,59,42.72,1810.7
"InPeace",2.16,9.00,6.90,5.90,0,5,5,0,0,60,1,9,15,5,7,54,103.40,1824.4
"SouIero",2.35,5.90,4.80,5.40,3,0,6,1,0,30,14,7,13,3,4,53,76.37,1879.9
"Commisioner",3.94,1.90,3.30,11.10,0,0,0,0,10,50,21,2,12,7,0,58,18.60,1475.7
"KingTruell",2.06,6.10,6.70,7.70,0,2,3,5,0,50,17,12,14,7,5,50,41.50,1944.8
"theuberone",3.80,3.70,3.50,9.60,8,0,2,0,0,70,2,8,20,6,5,50,188.42,1988.5
"Steaklol",3.47,6.60,3.80,6.60,2,7,0,0,1,80,6,1,18,4,5,52,71.17,1667.5
"Zoar",3.11,1.30,5.40,15.50,0,0,0,0,10,60,46,3,14,2,8,58,38.95,1988
"Snuggle",3.36,5.00,5.00,11.80,10,0,0,0,0,80,3,7,26,3,7,48,344.37,2064.2
"carrotshock",1.77,4.30,5.70,5.80,0,7,3,0,0,40,23,5,13,6,5,46,70.72,1950.6
"TET Peter",2.09,4.30,6.80,9.90,1,0,0,5,4,30,22,5,12,3,3,62,52.85,1942.3
"LamiaLoveless",3.07,4.50,4.20,8.40,3,4,1,1,1,60,16,3,12,4,4,48,105.38,1784.1
"DJWaffleStomp",2.10,5.70,6.00,6.90,1,1,8,0,0,20,6,4,10,3,4,61,111.62,1757.1
"A dam Good man",2.31,1.60,6.10,12.50,0,0,2,2,6,60,20,3,11,2,7,61,78.90,1712.5
"ihatelosing",2.70,3.80,5.00,9.70,0,3,7,0,0,40,23,6,16,3,3,58,53.65,1892.4
"Get in my Uhaul",2.24,7.80,6.20,6.10,4,2,4,0,0,20,1,12,14,1,6,58,64.13,1962.7
"Wingsofdeath",3.31,6.70,3.90,6.20,6,0,4,0,0,60,20,15,14,2,5,52,102.08,1949.9
"Sorry Im Ahri",2.52,5.60,5.20,7.50,0,3,7,0,0,50,14,8,10,3,3,52,77.35,1841
"LemurHumper",3.28,6.40,4.30,7.70,0,1,5,4,0,60,34,17,16,1,5,54,182.07,1900.8
"BludBathnBeyond",1.71,5.80,6.50,5.30,10,0,0,0,0,50,9,12,16,7,3,45,34.60,1658.7
"Nitop",2.27,4.80,4.40,5.20,1,7,0,2,0,60,9,11,16,2,2,48,56.85,1683
"PNG Frozen",2.56,3.50,5.20,9.80,1,0,1,2,6,40,2,6,17,5,3,52,34.53,1788.4
"SwimBirds",2.70,7.40,6.60,10.40,0,7,3,0,0,20,8,8,12,8,5,64,132.80,1989.7
"SC Phatoms",3.27,6.30,4.40,8.10,0,0,6,4,0,50,11,9,17,3,4,48,37.17,1815.9
"Hide on vegas",1.98,1.60,6.00,10.30,0,0,0,1,9,40,37,1,17,3,6,49,14.82,1850
"LittleChineseB0y",3.27,6.80,4.90,9.20,0,4,3,3,0,40,5,12,20,4,4,55,94.22,1893.3
"Blind Energy",2.26,4.20,5.00,7.10,2,1,0,5,2,60,6,11,16,2,2,47,60.68,1708.2
"BDR Rustle",2.89,6.70,5.30,8.60,0,4,0,6,0,70,3,15,16,3,4,60,142.03,1688.5
"ZhangOneHappy",2.68,7.70,6.00,8.40,0,5,4,0,1,60,22,10,14,4,2,55,81.20,1816
"YeIlow Flash",2.46,5.70,5.20,7.10,2,2,1,5,0,40,7,10,8,2,3,59,58.80,1748.6
"Kotori Chan",3.06,2.50,4.80,12.20,0,1,0,1,8,30,20,5,5,1,4,62,47.42,1948.1
"Procrastination",1.61,1.20,5.60,7.80,0,0,0,3,7,30,24,3,10,5,4,42,24.77,1762.6
"Boost3d Lulu",2.24,3.70,5.00,7.50,2,0,2,2,4,40,17,3,11,5,1,48,49.45,1646.3
"Millennials",5.03,2.50,3.40,14.60,0,2,2,0,6,70,44,6,17,4,1,63,37.72,1675.4
"Pleinairz",2.90,3.50,5.00,11.00,0,1,1,0,8,70,1,4,15,3,4,51,39.25,1802.9
"Peanut Damage",3.69,5.70,3.50,7.20,2,0,0,8,0,60,5,16,16,2,3,54,65.88,1679.9
"Mmaghei",2.31,6.00,5.50,6.70,2,2,5,1,0,50,14,3,16,2,6,51,73.95,1900
"Dmace",2.57,0.70,5.40,13.20,0,2,0,0,8,30,27,1,17,6,2,59,74.83,1821.2
"coldsteeler suck",2.08,8.00,7.70,8.00,2,2,3,3,0,50,2,11,16,2,4,57,69.82,1918
"DHG LemonHope",1.40,5.80,8.10,5.50,2,6,2,0,0,30,39,7,12,2,2,50,109.15,1735.4
"Judë",2.72,6.80,4.70,6.00,0,0,1,9,0,40,9,6,13,1,3,49,94.03,1793.6
"Papa Sully",3.47,5.90,4.30,9.00,0,0,1,9,0,50,9,14,11,6,4,65,82.42,1839.6
"Khaleeista",3.80,7.90,4.10,7.70,0,0,1,9,0,60,3,20,20,1,6,62,52.65,2040.8
"Spirit Fingers",2.11,6.30,6.50,7.40,10,0,0,0,0,50,19,12,17,4,3,52,55.65,1812.2
"SummonerSquid",5.64,4.00,2.50,10.10,2,8,0,0,0,70,32,3,19,3,5,57,142.85,1729
"Bombardiere",2.98,4.80,4.90,9.80,0,6,4,0,0,70,10,14,16,7,9,57,59.23,1747.1
"Eyons",5.86,8.20,2.80,8.20,1,0,1,8,0,90,2,26,20,4,10,58,50.03,1958.9
"Sylentless",3.44,5.00,3.20,6.00,0,0,4,5,1,40,7,12,18,1,3,50,13.37,1867.8
"sunrevA",2.43,7.10,5.10,5.30,3,1,4,2,0,20,15,7,10,2,5,52,122.52,1972.1
"Abraham",3.06,6.30,5.20,9.60,1,1,8,0,0,40,13,8,11,0,5,59,58.23,1929.4
"Glacial StorX",4.06,8.00,3.60,6.60,1,1,4,4,0,70,5,12,12,6,5,55,52.43,1714.4
"Zuexa",2.86,5.80,5.00,8.50,0,0,3,6,1,50,4,16,15,1,4,57,36.30,1875.4
"Zynogre",2.49,5.30,3.90,4.40,0,0,2,7,1,20,9,6,10,5,5,54,29.37,1839.3
"Helping",2.54,1.00,5.00,11.70,0,0,0,0,10,50,22,2,14,4,3,65,35.02,1691.3
"Yin Hei",1.65,2.20,6.50,8.50,2,0,0,0,8,20,4,3,10,2,1,50,35.25,1650.5
"Lock0nStratos",2.18,3.30,5.50,8.70,3,0,0,3,4,40,26,5,17,2,3,50,49.10,1844.6
"Bleuchan",3.43,0.80,3.00,9.50,0,0,1,0,9,40,37,1,11,1,5,54,22.25,1884.9
"muvsbrolol",1.15,4.00,8.10,5.30,3,2,1,4,0,30,9,4,7,3,3,48,44.08,1730.4
"Zellgius",3.86,5.60,3.60,8.30,7,1,0,1,1,60,14,5,14,2,6,52,75.97,1884.7
"Spylexlol",1.84,6.00,6.40,5.80,1,5,2,2,0,50,19,6,13,2,5,46,119.08,1825.4
"1ExtraChromosome",4.00,7.00,4.20,9.80,0,8,2,0,0,30,27,7,15,2,6,70,93.92,1996
"magicalpen",4.38,3.10,3.40,11.80,0,1,0,4,5,60,19,4,23,4,4,56,52.75,1849.9
"Hyphy 7o7",2.33,2.80,4.60,7.90,0,6,1,0,3,40,32,7,15,2,2,50,86.70,1858.2
"7 5",3.00,5.40,4.40,7.80,0,1,3,6,0,50,7,15,10,0,4,53,87.67,1921.6
"Most1td",1.48,0.80,6.60,9.00,0,0,0,2,8,20,30,2,4,5,3,54,24.98,1676.8
"Heartlock",2.26,3.10,6.80,12.30,2,0,0,0,8,50,17,8,11,3,5,56,34.23,1869.1
"roons11",3.08,4.80,3.90,7.20,0,1,4,5,0,30,11,19,21,3,5,53,50.25,1907.2
"Momo God",1.06,1.70,5.30,3.90,7,0,3,0,0,20,5,3,5,2,1,41,70.10,1403.3
"GzLong",1.05,2.70,6.30,3.90,5,2,0,2,1,10,23,5,10,3,2,37,83.88,1801.5
"Yezzun",2.28,5.70,5.70,7.30,0,3,0,7,0,50,5,9,13,8,10,59,96.90,1954.9
"Bodied",2.93,5.10,4.50,8.10,0,6,0,4,0,40,7,9,18,4,7,51,97.87,2048.1
"GR8U",4.07,2.40,4.20,14.70,0,1,0,2,7,30,44,5,14,0,4,63,50.17,2319.9
"Prototype Bot",2.31,4.60,6.10,9.50,0,1,8,0,1,60,8,7,11,5,2,52,75.22,1700.2
"papapaaaa",2.39,6.20,5.70,7.40,1,3,5,0,1,50,25,10,13,1,2,61,71.87,1754.2
"team tsm mid",2.35,5.20,6.00,8.90,1,2,0,7,0,60,2,16,15,5,6,54,49.75,1853.5
"Mahad",2.79,6.60,6.10,10.40,0,0,5,5,0,40,5,14,15,1,4,59,99.63,2091.8
"Captcha",1.80,3.00,7.40,10.30,2,1,1,0,6,80,5,10,21,3,6,44,111.18,1849.5
"Rincon",1.93,3.90,5.50,6.70,0,5,1,4,0,40,28,7,10,4,3,46,78.32,1758.1
"Exclusive Thot",1.91,4.30,6.70,8.50,0,0,5,2,3,30,10,4,16,0,3,54,157.43,1991.2
"NeWPreT10",3.58,6.40,3.80,7.20,1,6,3,0,0,60,0,10,8,4,1,57,170.40,1770.6
"Dabit420",1.72,6.80,6.70,4.70,0,9,0,1,0,30,5,2,7,1,1,54,67.67,1754.6
"Ni ma zha 1e ba",3.08,6.30,4.80,8.50,0,4,1,5,0,50,12,10,9,1,5,58,60.02,1843.4
"JOHN CENA",2.07,7.80,8.50,9.80,1,3,5,0,1,40,57,3,16,2,3,56,88.83,2334.5
"StateOfSerenity",1.65,3.70,5.70,5.70,8,0,2,0,0,40,13,7,14,3,2,43,63.77,1706.5
"MwWillyson",2.09,4.50,5.70,7.40,0,0,1,9,0,50,31,7,15,2,3,52,102.28,1859.4
"Respected Panda",3.47,8.10,5.30,10.30,1,0,1,8,0,40,1,6,15,2,4,60,41.92,1973.5
"me Blob",2.51,3.20,5.50,10.60,0,1,3,1,5,40,32,6,12,6,4,53,81.42,1886.9
"iBaymax",2.61,0.70,4.10,10.00,0,0,1,1,8,40,16,2,6,4,3,54,30.87,1619.5
"UltraZ",2.22,4.60,4.10,4.50,0,0,7,3,0,40,14,8,12,1,2,54,39.12,1624.7
"Coach Koko",1.55,3.40,5.80,5.60,7,0,3,0,0,30,30,9,10,0,2,43,91.90,1656.4
"zCrimzon",2.17,5.00,4.60,5.00,0,1,5,4,0,20,15,9,13,5,2,47,26.83,1713.8
"Imagine Badgers",3.14,7.80,5.10,8.20,0,10,0,0,0,60,14,9,17,1,2,61,118.87,1722.9
"Slyth3r",3.14,6.10,4.40,7.70,6,3,1,0,0,60,4,15,19,1,5,51,68.97,1965
"Sexybubba",1.82,5.00,6.50,6.80,0,0,4,6,0,40,2,6,13,2,5,46,50.63,1836.6
"Antrix",2.09,6.50,5.60,5.20,7,0,1,2,0,50,15,11,6,1,4,50,31.90,1597.4
"XiaoDingDong",3.82,8.10,4.50,9.10,3,6,1,0,0,70,2,13,20,3,2,55,132.40,1814.2
"Vyzual",2.93,1.60,4.60,11.90,1,0,0,1,8,40,12,5,13,1,2,58,24.22,1860.7
"Glacite",1.97,5.50,7.40,9.10,0,2,3,2,3,40,4,3,11,5,4,58,55.47,1828.4
"Wynterfell",4.00,6.10,3.80,9.10,0,0,8,2,0,50,7,9,13,1,7,60,81.50,1833
"GrashGorett",1.92,3.30,5.30,6.90,10,0,0,0,0,30,7,6,8,3,6,44,85.03,1883.7
"Ganked By Zeus",2.64,5.80,5.90,9.80,2,0,4,1,3,60,27,9,16,5,5,50,102.02,1989.4
"sammyuu",2.79,5.80,4.70,7.30,2,1,0,7,0,50,10,13,18,3,6,51,54.58,1798
"why never",3.04,4.20,4.60,9.80,0,5,3,1,1,40,15,2,17,1,2,58,72.02,1817.2
"Spathika",3.51,1.70,4.10,12.70,1,0,0,0,9,40,23,3,14,3,1,57,40.68,1863
"Sphire",3.58,6.90,4.50,9.20,1,1,4,1,3,50,0,8,15,5,4,57,50.55,1851.2
"malklopelo",2.15,1.60,6.80,13.00,2,0,0,1,7,50,1,2,13,5,6,53,57.00,1987.8
"One Punch Cow",2.39,4.20,5.70,9.40,4,3,0,0,3,30,8,4,13,4,3,57,90.55,1817.9
"Llyv",5.58,1.70,2.60,12.80,0,0,5,0,5,50,57,7,16,2,5,60,60.88,1796.1
"Dwaynificent",1.48,4.40,6.00,4.50,0,0,5,5,0,40,4,7,19,7,3,42,33.15,1734.3
"szefen",2.59,6.50,5.60,8.00,4,3,1,0,2,30,0,8,10,1,1,63,42.18,1892.2
"Shobek",1.35,9.20,9.50,3.60,8,1,1,0,0,60,1,24,18,6,5,47,86.88,1960.9
"Barrackyomomma",3.02,8.20,5.60,8.70,0,2,0,8,0,50,4,16,16,1,8,63,67.45,1993.5
"Feedling",3.13,7.50,5.50,9.70,3,3,3,1,0,50,11,7,18,3,7,58,149.58,2083.5
"Ni ma zha le ba",3.10,5.00,4.90,10.20,10,0,0,0,0,50,12,12,11,1,5,60,103.40,1740.2
"FaII in Love",2.09,5.10,5.40,6.20,3,6,1,0,0,30,19,9,17,1,2,51,96.88,1887.1
"Lubrication",3.55,5.60,3.30,6.10,0,0,1,9,0,60,10,24,15,4,6,55,66.87,1804.1
"Xackary",2.18,8.70,7.20,7.00,0,0,3,7,0,50,0,14,15,4,4,51,37.05,2083.4
"LaSt LeGeNdArY",1.09,3.30,6.70,4.00,0,3,1,6,0,10,1,6,9,0,4,40,67.03,1879.5
"im an eagle",2.48,4.80,4.60,6.60,0,8,0,2,0,50,23,5,11,4,4,52,67.68,1582.2
"loganslowEGO",2.86,2.60,4.90,11.40,0,0,1,0,9,30,22,1,12,6,2,56,31.97,1798.6
"rochnator",2.05,5.00,5.70,6.70,1,2,6,1,0,30,10,7,13,1,2,50,34.88,1910.4
"Haynay",2.67,5.80,5.70,9.40,2,3,1,0,4,50,11,4,10,3,7,58,63.23,1802.8
"Cleansed",4.46,6.60,3.50,9.00,0,4,0,6,0,80,6,9,14,2,3,59,79.57,1819.9
"7120327",2.06,5.80,4.80,4.10,9,1,0,0,0,20,7,16,11,1,2,48,20.05,1990.1
"JonathanPham",2.29,5.20,6.50,9.70,0,4,0,0,6,40,4,8,7,1,5,56,70.13,1806.9
"Monsoonz",3.63,8.30,4.90,9.50,1,2,1,6,0,60,14,16,18,3,5,59,85.48,1857.5
"looneytuny",2.37,1.30,5.40,11.50,0,1,0,0,9,40,37,1,17,5,4,53,31.42,1816.9
"dopa2",4.59,9.70,4.10,9.10,0,2,5,2,1,80,12,15,13,6,5,64,55.07,1613
"Ferret101",3.73,2.90,4.00,12.00,2,0,1,0,7,60,12,4,15,1,4,56,66.42,1787.2
"Vao",1.13,4.30,8.00,4.70,4,2,2,1,1,20,8,9,8,3,3,42,58.45,1709.8
"Matos2",2.85,11.00,6.60,7.80,0,7,3,0,0,50,7,4,16,0,1,59,79.43,2117.7
"NoRegrets",1.34,4.50,6.20,3.80,7,0,3,0,0,40,11,7,11,3,1,34,62.45,1703.2
"Coray",3.71,3.30,4.10,11.90,1,0,4,0,5,50,28,4,20,1,2,56,64.97,1833.5
