"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionControl","TowersKilled","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","CCDuration","AvgGameLength"
"Avis Brown Champ",2.94,6.40,5.00,8.30,0,2,6,2,0,60,3,17,17,3,3,65,101.05,1905
"awful",3.32,8.10,6.60,13.80,0,2,1,4,3,60,5,6,22,4,5,67,87.05,2174
"TFTH",2.14,2.50,6.60,11.60,4,0,1,0,5,50,18,6,20,4,4,55,78.10,1949.9
"Kamikaze Pilot",3.41,6.10,4.40,8.90,0,5,2,2,1,50,15,16,12,4,3,52,147.93,1977.3
"Fczw",2.16,8.30,6.10,4.90,3,0,0,7,0,30,7,17,13,3,2,60,80.22,1843.6
"Wulise Jungle",1.81,6.70,6.30,4.70,0,9,1,0,0,40,2,7,12,0,1,54,89.40,1702.2
"Immense X",2.81,2.40,4.80,11.10,6,0,0,0,4,50,0,8,9,3,4,55,62.00,1857.1
"OId Bay",1.87,6.90,7.10,6.40,1,1,7,1,0,40,3,5,21,4,9,49,59.05,2195.1
"eunseogguh",1.93,5.50,6.70,7.40,4,0,3,1,2,60,14,15,17,6,6,46,102.07,1817.1
"Sanger00",3.48,8.40,4.00,5.50,10,0,0,0,0,30,0,8,18,5,5,52,277.63,2232.7
"Devil kurten",2.77,3.70,4.80,9.60,4,6,0,0,0,30,15,8,14,1,2,59,84.35,2097.5
"IG CoachMelvin",1.69,2.70,5.40,6.40,0,5,1,0,4,20,23,3,9,3,1,48,70.40,1913.4
"DimpIe",3.82,3.10,3.80,11.40,0,0,1,1,8,60,13,0,18,4,4,58,55.40,1785.2
"AsianNinjaBoy",4.00,2.00,3.20,10.80,0,1,0,2,7,50,13,5,13,3,2,53,18.82,1637.7
"Furry Pride Wolf",1.80,5.50,6.10,5.50,9,0,1,0,0,50,18,9,11,4,8,49,183.28,1788.9
"CashOnDelivery",3.43,4.60,3.70,8.10,5,0,5,0,0,70,25,23,19,4,6,46,160.13,2033.8
"Utmosteffort",2.40,5.90,5.70,7.80,9,0,1,0,0,80,18,8,16,4,5,47,32.33,1935.1
"thusness",3.07,4.70,4.40,8.80,0,0,4,6,0,70,10,11,15,4,6,48,64.48,1830.5
"Septimeaus",1.57,4.20,6.80,6.50,6,0,4,0,0,50,1,6,9,0,2,50,52.88,1732.6
"Nightmaroon",3.11,4.10,4.60,10.20,1,8,0,1,0,50,11,7,16,6,5,53,93.20,1841.1
"xX Kiwisorus Xx",3.39,2.30,3.10,8.20,0,1,0,0,9,50,48,2,14,2,4,56,25.05,1847.5
"KimKiKi",2.50,3.70,4.60,7.80,2,2,0,1,5,60,23,4,12,3,5,52,37.88,1674.8
"DoctorKyo",1.64,5.60,7.30,6.40,0,0,5,5,0,60,5,13,14,4,6,46,126.83,1862.2
"B is for Bait",1.71,6.20,7.50,6.60,8,2,0,0,0,40,12,13,14,3,4,51,42.42,1880.4
"Kerreynor",2.13,5.10,6.90,9.60,0,7,3,0,0,30,0,5,14,5,4,54,83.48,1880.8
"Azuris",1.66,2.70,5.60,6.60,1,0,0,5,4,40,6,12,13,3,1,49,45.68,1651.7
"BlazinVoid",2.39,6.90,7.10,10.10,4,6,0,0,0,80,2,8,19,3,9,50,122.03,2132.9
"Vicis",2.16,4.10,5.50,7.80,0,0,2,7,1,30,14,7,16,3,3,51,44.05,1748.7
"solgoon",2.57,4.80,5.60,9.60,0,4,0,6,0,60,8,12,15,3,2,53,57.18,1825.7
"irnesto",2.88,7.70,6.40,10.70,6,4,0,0,0,80,21,11,16,1,7,55,110.97,1862.4
"They Call Me",3.00,5.60,3.80,5.80,3,2,1,4,0,60,6,10,13,3,2,47,40.30,1771.5
"rotilda",3.56,7.10,3.60,5.70,0,0,1,9,0,60,0,21,19,5,5,53,21.33,1842.7
"Deadly Feline",3.37,4.70,4.30,9.80,1,4,0,1,4,80,5,10,23,4,5,54,116.55,1850
"Bondstar",2.15,2.00,5.90,10.70,0,0,0,0,10,20,11,3,17,3,2,53,40.73,1840.9
"lovenimei",1.61,5.20,6.60,5.40,9,1,0,0,0,50,10,10,11,0,3,40,43.15,1673
"Haori",2.87,5.20,4.50,7.70,2,0,6,0,2,40,17,7,13,1,2,50,62.07,1732.7
"all day ngga",2.25,4.40,5.20,7.30,1,2,4,3,0,30,2,5,16,3,0,50,75.88,1838.5
"Team SoloNoob M",3.79,1.70,3.90,13.10,0,0,0,0,10,60,15,5,19,1,7,53,58.68,2100.8
"ParkBoYoungBB",2.57,5.50,4.20,5.30,0,0,6,4,0,30,10,6,14,1,4,53,43.38,1785.2
"Wookiee",2.69,3.80,5.20,10.20,0,0,0,4,6,40,14,7,14,4,2,54,39.62,1907.2
"Remjeyy",1.76,5.20,5.90,5.20,0,2,4,4,0,20,9,7,11,1,2,53,52.53,1764.8
"Hostess Twinkie",2.02,6.80,4.20,1.70,7,3,0,0,0,60,13,24,14,6,6,45,90.92,1594.9
"TB Talon",2.14,4.80,4.40,4.60,1,0,4,5,0,40,0,8,13,1,0,44,57.92,1797.1
"DarkRush",3.19,3.80,3.60,7.70,3,1,3,0,3,50,27,7,8,1,0,50,43.00,1680.5
"iMikuu",2.29,4.00,4.80,7.00,0,3,7,0,0,50,0,3,15,2,2,52,82.85,1740.1
"Derk",2.57,7.90,5.60,6.50,0,0,6,4,0,60,4,11,14,3,4,51,262.92,1798.6
"Negromp",3.17,0.40,3.60,11.00,0,0,0,0,10,70,14,1,14,4,2,51,38.92,1686.4
"Celestical",2.40,5.30,5.50,7.90,0,9,1,0,0,50,4,8,18,2,4,53,88.27,1851.6
"Hi Im",4.00,5.00,3.60,9.40,1,6,3,0,0,70,0,8,16,1,7,48,88.18,1972.5
"tomstone123",1.98,4.40,4.80,5.10,0,0,2,8,0,40,0,7,12,3,5,47,36.67,1702
"Titanium VI",2.07,7.30,6.70,6.60,0,0,5,5,0,60,5,16,23,4,5,47,35.93,1908.3
"Zmolol",2.72,3.80,5.70,11.70,1,2,0,1,6,50,11,4,12,0,8,59,118.92,2009.3
"G U CK F R A N T",2.42,5.30,4.50,5.60,1,1,1,6,1,30,9,9,9,0,3,58,116.52,1809.6
"wWoOlOfL",2.57,4.00,5.10,9.10,0,7,3,0,0,30,9,8,14,3,2,50,150.23,1861.2
"Contractor Bk201",2.61,4.00,4.60,8.00,0,0,4,1,5,60,29,6,19,2,4,49,33.30,1851.5
"Arcinic",3.79,1.90,2.90,9.10,0,0,0,3,7,60,29,3,15,1,2,53,31.38,1652.4
"StickyIckyGirl",2.66,3.00,4.10,7.90,0,4,2,0,4,40,0,7,12,2,5,53,77.33,1972.5
"Jesus Christ 69",1.89,5.50,5.40,4.70,4,0,6,0,0,50,9,8,18,1,4,43,86.48,1961.6
"Ho Jhin",4.37,8.60,3.80,8.00,5,0,0,5,0,90,2,15,19,2,4,55,71.68,1804.7
"TheeGenderBender",3.41,1.10,3.40,10.50,0,0,0,1,9,30,43,1,9,4,4,57,32.10,1916.6
"ContentNF",2.67,5.30,5.10,8.30,1,5,4,0,0,50,15,2,16,2,3,56,118.42,1938.5
"Mr Lay",2.93,5.50,4.50,7.70,0,0,4,6,0,60,9,8,17,3,7,50,50.67,1891.1
"O 3 O XILIGE",2.11,3.60,7.00,11.20,2,1,0,0,7,70,17,7,22,3,6,50,55.57,1717.5
"Crazy Lance",3.20,5.10,4.00,7.70,8,0,0,0,2,70,6,21,16,5,2,43,46.72,1821.7
"DudeHoldmyCheeto",2.53,0.40,5.80,14.30,0,1,0,0,9,60,41,4,20,2,5,53,88.43,1996.3
"ZeusVV",1.32,4.90,8.20,5.90,7,0,3,0,0,20,10,7,11,2,2,39,29.37,2016.2
"zombie B Bro",2.44,6.10,6.30,9.30,5,0,0,5,0,70,0,20,16,1,7,47,83.10,2072.3
"Best Garen US",3.81,9.10,4.20,6.90,1,2,6,1,0,60,38,9,26,1,4,54,127.37,2062.1
"Gigatitan",3.68,3.40,3.70,10.20,0,7,0,0,3,40,20,7,8,2,4,58,119.97,2028.8
"x Saturn",2.04,5.80,7.50,9.50,0,5,5,0,0,70,8,15,10,0,5,57,67.92,1736.8
"SunthorFTW",2.45,2.20,5.10,10.30,2,0,0,0,8,30,23,4,8,5,3,54,31.32,1640.5
"MoarCowBells",1.76,5.20,6.70,6.60,5,0,0,5,0,40,3,17,17,0,5,42,32.33,2195.1
"Ganked by Dad",1.94,4.50,5.40,6.00,5,0,5,0,0,60,4,15,13,2,3,36,47.77,1788.8
"unchic",1.69,6.30,5.90,3.70,3,5,2,0,0,20,7,6,6,2,1,48,49.62,1488.4
"Dank Plays Man",2.28,3.80,3.90,5.10,4,6,0,0,0,50,20,15,17,5,5,39,188.60,1833.5
"BlackCat74123",2.98,7.50,6.30,11.30,0,2,6,2,0,60,15,14,15,2,1,53,75.65,1995.5
"Clnezl3rC",2.72,6.70,5.40,8.00,0,4,0,6,0,60,0,11,17,3,4,51,54.17,1829.5
"SolidCore",5.77,1.40,2.20,11.30,0,0,0,1,9,50,17,4,13,1,3,56,30.95,1673.5
"nunchunk",4.06,4.70,3.40,9.10,0,4,0,5,1,60,28,12,11,2,3,58,64.02,1799.2
"Yeezy4Prez2020",2.12,3.50,5.70,8.60,3,1,2,0,4,60,29,5,17,6,3,49,35.82,1874.7
"LuckySunnyTao",3.28,2.40,4.60,12.70,5,1,0,0,4,70,24,5,17,1,3,53,74.67,1759.3
"Large Barge",2.08,4.00,5.20,6.80,1,0,0,6,3,30,6,9,11,3,2,55,70.70,1833.8
"Potato Counter",2.00,3.70,5.70,7.70,3,0,0,4,3,40,25,13,12,2,3,45,101.73,1792.8
"windy samurai",1.70,6.50,8.00,7.10,0,3,1,6,0,20,2,8,7,1,0,54,46.18,1866.3
"Skorzen",3.67,4.30,2.10,3.40,2,0,5,3,0,60,1,9,12,3,3,39,41.05,1470.6
"liquidswords89",3.27,2.00,5.50,16.00,0,0,0,1,9,50,31,5,18,4,4,62,47.92,2135.7
"TheGaba",2.87,7.00,5.50,8.80,4,5,1,0,0,70,1,12,24,5,6,55,124.28,2046.8
"1LLIONAIRE",2.57,5.80,5.30,7.80,1,5,4,0,0,40,28,3,18,2,2,49,109.35,1904.1
"Acidpiper",2.15,0.90,5.30,10.50,1,0,0,0,9,40,5,5,12,1,1,44,10.40,1831.3
"Unreal Snoopy",2.03,3.70,6.30,9.10,1,1,1,3,4,50,8,7,13,3,5,55,84.40,1787.3
"Jmask",2.17,4.30,5.90,8.50,0,0,7,3,0,30,5,2,13,1,2,53,65.37,2041.6
"babygiraffes",2.64,3.60,3.30,5.10,7,0,3,0,0,30,5,16,5,1,2,45,48.05,1645.9
"Equalibrium",3.27,8.10,5.50,9.90,4,0,2,3,1,60,24,14,17,1,6,56,42.77,2075.6
"babygiraffes",2.64,3.60,3.30,5.10,7,0,3,0,0,30,5,16,5,1,2,45,48.05,1645.9
"Maxarts",1.64,4.90,5.80,4.60,9,0,0,1,0,30,4,11,9,2,2,42,34.87,1697
"Gains Mcgilligan",2.37,7.20,7.10,9.60,0,3,0,4,3,50,23,9,20,2,3,53,79.13,1974.7
"Jungle is fun",1.77,6.20,6.50,5.30,3,3,1,3,0,30,8,17,13,3,5,46,44.37,1904.1
"Sleepy Gengar",3.48,6.90,3.30,4.60,0,1,2,7,0,40,0,11,12,6,3,48,44.92,1844.7
"Ruthless slllim",1.99,7.20,8.00,8.70,0,0,3,7,0,40,1,8,17,5,3,46,27.27,2058.7
"OGC Tilted",2.29,6.40,4.90,4.80,0,1,7,2,0,40,5,14,9,3,4,50,75.60,1968.5
"DennyTheNOOB",2.33,4.20,5.40,8.40,2,4,4,0,0,50,4,12,16,8,3,52,83.32,1909.2
"Ball 1s Not Life",1.61,5.00,6.60,5.60,3,1,4,2,0,30,3,6,10,4,0,45,59.63,1953
"aCyte Dino God",2.39,6.20,5.60,7.20,1,2,0,7,0,50,10,17,15,3,3,52,40.18,1836.5
"Shamie",2.40,2.50,7.20,14.80,0,0,0,0,10,60,1,2,21,3,8,56,76.43,2085.6
"UndesirableNo1",4.35,5.60,3.40,9.20,1,1,7,1,0,80,12,6,19,3,5,52,45.10,1751.9
"Thronis",1.61,8.70,8.70,5.30,0,1,4,5,0,40,4,5,9,2,1,54,48.30,1911.5
"ganked by cat",2.48,5.40,5.40,8.00,0,0,4,6,0,40,1,12,19,3,3,58,67.03,1975.1
"Chunky Evelynn",2.41,4.70,5.60,8.80,1,3,2,0,4,50,15,4,20,0,6,51,51.65,1772.5
"MIC TheDawn",4.19,8.20,3.70,7.30,0,1,9,0,0,60,3,3,19,3,2,58,23.18,1802.5
"watchabacks",1.44,2.00,7.50,8.80,0,2,2,1,5,20,31,1,11,1,3,42,55.87,1946.8
"PrimeSuspects",3.18,7.10,5.60,10.70,0,5,1,4,0,40,10,10,21,3,7,64,94.82,2035.9
"Gucci Cane Nasus",2.69,8.80,6.70,9.20,0,2,0,8,0,70,8,20,22,7,5,55,89.68,2156.9
"For Carthage",2.56,5.30,5.00,7.50,5,1,0,4,0,70,0,14,18,3,5,41,52.55,2082.7
"Ayzhnarr",2.06,10.50,7.20,4.30,1,4,5,0,0,40,0,8,19,4,6,54,89.33,1863.8
"Future Sailor",1.54,3.60,5.90,5.50,0,3,4,1,2,60,9,3,20,2,7,40,57.90,1904.9
"AsianSixty9",1.34,3.70,5.90,4.20,2,0,4,3,1,40,21,5,11,5,3,40,29.62,1815.2
"Lobsterform",2.49,3.10,3.70,6.10,1,0,7,2,0,50,6,9,14,7,1,40,67.70,1565.5
"PhreezeZ",2.87,9.60,5.40,5.90,1,4,3,2,0,60,17,14,19,1,4,58,76.87,1876.8
"manbearpig96",1.59,6.00,6.80,4.80,0,0,7,3,0,20,0,4,7,2,0,52,34.38,1850.2
"NTG",2.58,3.10,4.80,9.30,7,0,1,0,2,40,6,6,20,5,5,51,43.28,1916.7
"Mautu",1.87,9.10,7.70,5.30,7,0,3,0,0,40,3,9,7,1,2,50,33.98,1812.4
"Knight0fZ3ro",1.82,5.90,6.10,5.20,4,2,4,0,0,20,11,7,18,1,3,45,148.12,2071.8
"xXxCarnag3xXx",3.52,4.70,4.40,10.80,0,0,0,5,5,60,19,10,15,2,6,51,24.13,1974
"KingViralxz",1.97,6.50,6.60,6.50,1,2,7,0,0,60,3,8,19,2,3,54,35.32,1818.7
"EspadaGolf",3.74,8.50,4.70,9.10,0,7,0,3,0,80,0,26,24,4,10,56,88.85,2151.6
"Unofficial Clone",3.56,10.40,4.50,5.60,0,8,2,0,0,40,5,14,18,5,6,61,215.35,2044.1
"Ireallylikesalad",2.48,7.20,6.20,8.20,1,4,2,1,2,50,11,10,22,3,3,53,74.37,1940.5
"flyeat123",3.16,6.50,4.30,7.10,5,0,4,0,1,60,10,7,21,1,5,45,41.15,1864.1
"TFlatau",2.31,6.30,6.20,8.00,0,5,5,0,0,20,16,7,11,1,2,59,43.18,1804.6
"Mister Eon",2.33,4.00,4.20,5.80,4,0,1,4,1,50,5,8,12,1,4,40,46.97,1819.7
"eLOcho",2.81,5.80,4.30,6.30,1,4,5,0,0,30,24,9,13,1,3,53,66.20,1933.1
"syndrome319",3.20,1.30,5.10,15.00,0,1,0,0,9,80,15,1,19,6,5,55,36.93,1747.8
"mmmmmmmmmmmmmmy",3.52,9.90,4.40,5.60,1,1,5,3,0,40,4,20,17,3,1,67,77.70,1891.8
"HEY GUUUUUUUUUYS",3.13,6.40,4.70,8.30,1,4,5,0,0,30,5,4,12,1,4,61,111.28,1884.6
"Listening Liu",1.98,4.30,5.40,6.40,0,0,0,10,0,30,0,8,10,1,1,47,248.00,1867.4
"Consumer",2.41,9.70,8.10,9.80,0,2,4,4,0,30,13,10,11,1,6,59,72.85,1943.2
"Moonly",1.66,1.80,5.90,8.00,1,3,0,2,4,40,17,5,16,5,5,42,58.97,1752.8
"Hi I am Feng",2.01,8.40,7.90,7.50,1,3,5,1,0,40,9,8,16,1,2,51,119.82,2090.1
"Chausterized",2.39,5.60,4.90,6.10,0,1,1,6,2,70,21,13,20,1,5,45,154.68,2033.2
"KILLCIDE",1.85,4.80,6.00,6.30,8,0,0,2,0,40,7,23,13,3,7,53,26.83,2064.6
"Love and Sex",3.04,4.00,4.50,9.70,8,2,0,0,0,50,20,11,16,2,1,51,160.95,1957.5
"cob246",1.55,3.80,6.70,6.60,6,3,1,0,0,40,18,9,17,8,6,40,112.20,1913
"Wet Dreamer",2.26,5.60,5.40,6.60,0,0,2,8,0,40,8,6,13,3,1,51,83.77,1787.1
"ShadowWalker8",1.98,2.40,5.30,8.10,1,1,0,0,8,40,0,7,15,2,3,44,51.92,1944.1
"GroupIove",2.33,4.00,6.00,10.00,1,0,1,3,5,20,38,7,15,1,4,55,92.65,1897.7
"Biubiubooom",2.66,6.10,5.00,7.20,1,5,4,0,0,60,2,9,13,0,5,55,70.82,1787.6
"Reclerman",2.05,1.40,4.10,7.00,0,0,0,0,10,20,28,3,9,0,2,46,43.08,1757.5
"Ryu ri",2.56,6.20,5.20,7.10,0,1,0,9,0,50,0,13,17,3,4,51,35.83,1771.7
"ibuki3",2.88,7.90,5.60,8.20,0,1,9,0,0,50,11,2,16,1,2,52,49.68,1998.5
"ALBA 2",3.06,6.60,4.70,7.80,0,0,2,8,0,40,0,14,12,1,3,61,144.20,1902.5
"Cracky Chan",3.00,2.30,4.00,9.70,0,0,4,0,6,40,11,2,14,2,3,56,49.15,1688.3
"YiiSinn",2.14,6.60,5.90,6.00,0,0,1,9,0,30,6,14,8,2,2,59,34.88,1803.2
"hi im royroy",2.20,8.00,7.10,7.60,0,4,5,1,0,30,30,8,14,1,3,59,110.53,1971.7
"Rda is back",2.71,4.70,5.20,9.40,5,3,1,1,0,30,7,5,9,0,3,55,63.55,1990
"NNJAtaco",2.59,4.00,5.40,10.00,6,1,2,1,0,70,5,5,22,5,3,48,72.05,2020.2
"Worst Hooks NA",2.62,7.10,5.50,7.30,0,9,0,0,1,60,8,17,21,0,4,54,167.20,2004.8
"The Alexis Texas",2.43,4.90,6.00,9.70,0,4,2,4,0,30,11,9,11,0,2,55,108.48,1885.8
"tgdergts",3.26,8.90,5.70,9.70,0,6,0,4,0,50,1,14,14,3,4,63,134.97,2293
"Danklift",2.09,6.40,6.50,7.20,5,1,0,4,0,10,8,6,10,3,2,59,164.68,2075.9
"ALBA3",2.44,1.70,5.50,11.70,0,1,1,0,8,60,17,5,16,3,3,45,28.50,1653.6
"XiStar",2.90,5.50,4.80,8.40,5,2,1,0,2,40,23,8,11,0,6,52,49.72,1777.7
