"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionControl","TowersKilled","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","CCDuration","AvgGameLength"
"PENTA Faker",4.36,10.30,4.70,10.20,10,0,0,0,0,60,25,15,15,2,9,63,172.55,2059.5
"Shan Jang",3.17,7.20,6.00,11.80,2,0,0,6,2,40,0,12,20,2,2,56,43.07,2372.9
"Kuhboom",3.04,6.90,4.80,7.70,0,0,2,8,0,40,14,10,13,2,2,54,22.60,1885.1
"GOBLETOFAZKABAN",2.47,1.10,5.30,12.00,0,0,0,2,8,30,25,5,7,1,3,54,42.72,1934.5
"WolfenX",3.28,7.60,5.30,9.80,4,0,5,1,0,50,0,7,12,2,3,61,59.85,1862.8
"squirrelockholms",2.43,5.70,5.80,8.40,5,2,0,2,1,40,20,5,12,0,3,53,58.12,1924.4
"Guul Draz",1.41,3.20,5.10,4.00,5,5,0,0,0,20,2,2,7,3,2,40,135.12,1610.8
"ScaryMageMan",2.31,4.10,5.20,7.90,6,0,1,1,2,50,23,7,14,0,3,53,65.83,1960.8
"For Pony",4.53,2.10,3.20,12.40,0,5,0,1,4,60,0,3,17,3,3,56,69.65,1887
"AriesFaith",4.26,8.00,4.30,10.30,0,0,9,1,0,70,0,12,19,2,2,55,83.25,2024.8
"Guambra",2.35,5.50,4.30,4.60,2,3,0,5,0,30,11,5,12,2,1,44,97.97,1852.6
"Krogan14",2.73,6.00,6.00,10.40,0,0,0,8,2,80,0,22,23,4,5,50,28.42,1965.7
"xaotutzi",2.09,2.60,5.40,8.70,0,0,0,3,7,40,33,7,12,2,4,50,31.03,1764.3
"KingRash",1.67,4.10,5.10,4.40,6,1,3,0,0,30,0,8,11,4,0,41,45.30,1761.6
"milkskank",2.48,5.00,4.40,5.90,1,5,1,0,3,40,32,9,17,2,3,51,70.97,1836.5
"Omar J",1.90,6.60,7.00,6.70,0,0,6,4,0,50,0,8,12,2,2,47,33.07,1895.3
"lingerr",2.37,4.80,6.50,10.60,1,3,2,1,3,40,27,6,13,0,7,52,66.98,2201.8
"Grezvangbe",2.73,6.00,4.50,6.30,0,0,2,7,1,30,4,9,9,1,2,50,78.40,1965
"TheMartyrMachine",2.52,5.70,4.80,6.40,0,0,6,4,0,30,6,15,16,7,6,52,54.62,2008.6
"Jhong Ze Dong",2.86,6.00,4.90,8.00,0,9,1,0,0,80,34,11,21,3,4,45,93.95,1897.8
"orangespriteman",2.05,3.10,8.70,14.70,0,0,0,1,9,50,22,3,19,3,7,45,57.02,2186.1
"xInfluenza",5.15,5.50,3.40,12.00,0,0,1,5,4,30,30,7,14,2,3,63,50.82,1995.1
"KinkyGravini",1.47,2.40,5.50,5.70,3,5,2,0,0,50,2,16,19,3,2,33,166.17,1872.8
"AgentLauraKinney",4.17,3.70,3.50,10.90,0,1,0,2,7,60,14,6,19,0,2,58,28.98,1742.8
"Baihtors",2.08,7.00,7.30,8.20,5,4,1,0,0,40,0,8,10,5,4,54,89.40,2041.4
"Realistic camouf",2.73,9.10,6.40,8.40,0,2,5,3,0,60,5,12,15,2,2,55,35.98,2074.9
"ZXNM",2.90,9.30,7.10,11.30,2,3,3,1,1,60,3,7,22,0,3,52,77.80,2375.3
"zekesnack",2.57,6.30,6.70,10.90,1,8,1,0,0,60,14,8,24,3,5,49,96.70,2139.5
"DD Monk",2.89,3.10,5.60,13.10,1,0,2,1,6,50,20,4,18,1,3,55,98.42,2073.6
"heuh darkness",3.65,4.40,2.60,5.10,3,0,5,2,0,40,7,3,19,2,7,38,70.53,2241.5
"Tanne Frank",2.42,4.40,5.50,8.90,1,1,0,4,4,70,17,7,17,6,3,50,76.97,1792
"Kekilla",2.56,3.40,5.00,9.40,1,3,0,0,6,40,6,5,10,1,1,44,54.20,1903.2
"Wally West",1.76,1.50,5.50,8.20,1,0,0,2,7,0,0,1,8,0,1,49,102.73,1967.1
"Themucher",2.71,4.00,5.20,10.10,0,0,3,2,5,30,21,4,13,1,0,60,26.82,1811.3
"EndLessStory x",4.19,10.60,5.90,14.10,3,0,4,0,3,70,19,12,20,2,5,64,222.48,2124.9
"Valinity",1.73,5.30,7.70,8.00,1,0,3,6,0,30,4,7,10,3,4,47,37.28,2046.2
"Justin109",1.75,12.30,9.50,4.30,10,0,0,0,0,50,3,18,18,4,4,52,33.43,2162.8
"0 LP Brozne V",2.11,3.50,6.40,10.00,2,0,0,3,5,40,13,3,17,0,2,52,55.55,1917.3
"CMETAHA",2.90,4.30,4.80,9.60,5,1,1,1,2,30,0,12,17,4,5,48,54.83,2167.5
"RrabXX",3.39,4.90,3.80,8.00,6,0,0,4,0,50,5,12,22,1,4,46,168.08,1967.6
"Zaratule",3.11,1.60,4.70,13.00,0,2,0,0,8,50,22,3,16,4,4,57,77.38,1896.2
"TempeT YMoney",2.81,8.10,4.70,5.10,5,0,5,0,0,30,0,7,13,0,3,47,105.27,1992.6
"LimeWhale",3.40,1.70,5.00,15.30,0,0,0,0,10,60,30,1,18,1,5,57,63.13,1997.5
"G01db3r6",1.98,3.60,5.30,6.90,3,1,4,0,2,30,2,5,11,4,3,49,120.00,1733.8
"Bdougs",2.40,5.50,6.80,10.80,0,0,5,5,0,70,2,13,29,1,10,48,17.10,2371.2
"TRYND4M3RE",3.58,7.60,3.80,6.00,7,2,1,0,0,80,10,18,20,5,6,45,40.70,1968.1
"HansOnMicok",2.38,4.50,5.50,8.60,0,4,1,0,5,50,0,3,12,1,2,50,79.93,1674.6
"Lesbianism",2.41,0.70,3.70,8.20,0,0,0,0,10,20,0,0,8,1,3,45,37.43,1669.7
"Marfranky",3.00,6.70,5.40,9.50,1,5,1,3,0,50,4,10,15,1,4,54,210.27,1994.1
"Huntits",2.31,5.50,4.80,5.60,5,1,0,4,0,30,4,7,8,0,3,45,55.30,1974.8
"TFB0YS",2.55,10.30,6.40,6.00,0,1,6,2,1,50,10,6,16,2,2,51,65.95,2041
"Arizor",5.19,2.60,3.10,13.50,0,0,0,0,10,70,31,12,19,4,4,54,76.45,1880.8
"Seng",2.28,4.30,5.80,8.90,1,4,5,0,0,60,2,5,15,0,3,55,67.93,1993.8
"BaneFire344",1.86,5.80,6.40,6.10,2,2,6,0,0,30,1,7,12,1,1,45,52.58,2102.6
"BoxRavanger",3.26,6.00,5.00,10.30,5,2,0,3,0,60,2,18,21,7,3,47,89.43,1940.7
"Drakomagnum",2.84,12.40,7.50,8.90,0,5,5,0,0,50,8,9,16,1,2,62,70.68,2095.9
"Dadmin Cookie",5.77,2.50,3.50,17.70,0,0,3,0,7,60,11,6,17,3,3,68,74.00,2093.8
"Iravnax",2.50,4.60,5.40,8.90,2,0,2,3,3,30,5,5,14,4,2,61,81.93,2132.9
"reinvent",2.18,5.20,5.60,7.00,0,3,1,6,0,50,9,6,13,1,4,46,65.52,1837.1
"MartianC",3.73,4.10,4.00,10.80,1,5,0,1,3,70,7,7,13,2,3,54,107.20,1767.1
"EternalWar",1.92,5.60,6.30,6.50,4,4,0,0,2,40,17,1,12,1,4,46,103.30,1906.4
"Go Ms Peach Go",3.84,7.10,4.30,9.40,7,1,1,0,1,60,18,8,17,2,4,58,160.93,1963.1
"heiheihei Daddy",3.88,6.00,4.00,9.50,0,5,2,3,0,40,7,9,10,2,1,57,100.43,1965.7
"kyokeun",6.50,2.60,2.20,11.70,0,0,0,0,10,50,26,4,15,3,2,61,55.72,1816.3
"RandyC",3.46,4.90,3.50,7.20,1,3,2,3,1,50,0,16,11,2,3,46,78.15,2000.3
"MissLT",2.50,7.50,6.20,8.00,2,0,8,0,0,30,16,8,12,2,4,60,101.53,2027.7
"Rusty Sullivan",2.23,6.40,6.60,8.30,1,1,5,2,1,50,1,5,19,2,5,54,59.33,2012.4
"SmallPotatoLar",2.65,8.40,6.00,7.50,0,1,0,9,0,50,9,16,8,2,5,59,40.33,2105.4
"Gargoyle753",1.00,3.80,7.20,3.40,7,3,0,0,0,20,6,6,10,0,3,36,47.90,1745.6
"tknyc",2.41,0.90,4.40,9.70,1,0,0,0,9,40,33,0,12,3,5,44,117.75,1984.5
"RaptorFrisbee",2.08,4.10,7.30,11.10,2,1,0,3,4,30,11,8,14,2,2,50,41.23,2021.4
"AstridButterfly",2.62,11.10,6.80,6.70,5,5,0,0,0,70,12,22,18,4,4,57,94.25,1887.1
"akilla3333",2.15,7.90,6.00,5.00,0,0,1,9,0,60,6,14,10,3,6,50,49.75,1949.2
"SuperImposer",2.43,3.80,7.20,13.70,0,1,0,2,7,50,22,5,20,3,4,57,41.38,1933.8
"NobleArgon",1.64,4.40,6.60,6.40,0,2,0,4,4,50,10,10,11,2,2,43,31.57,1858.3
"Noks3n",2.81,2.30,5.20,12.30,0,0,1,0,9,40,24,1,13,1,2,63,66.93,1958.6
"Walrüs",2.13,5.70,5.60,6.20,7,0,0,3,0,30,0,14,10,0,1,51,103.82,2007.9
"Magnus714",5.25,6.40,2.80,8.30,0,6,1,3,0,60,0,20,15,1,5,58,128.27,1961
"Sierlex",2.00,2.80,6.80,10.80,0,0,3,0,7,50,16,0,14,3,3,48,31.05,1980.3
"Athios",2.09,3.20,4.60,6.40,0,1,0,5,3,33,10,6,12,2,2,48,68.60,1875.6666666666667
"Jawwseus",1.88,5.10,6.70,7.50,2,4,4,0,0,50,12,12,22,1,3,46,140.80,2047.8
"Banmabu2",2.06,8.80,7.70,7.10,0,1,1,7,1,50,0,13,21,1,3,52,80.92,1876.4
"Elizabeth Tran",1.60,2.70,4.50,4.50,1,2,3,0,4,30,4,1,7,2,1,43,40.08,1792.1
"Mid Or Dodge",2.03,5.80,6.60,7.60,0,1,6,3,0,60,14,12,22,1,4,56,63.65,1777.1
"Mxa Supra",2.22,7.40,6.80,7.70,0,0,6,4,0,50,29,16,23,4,3,50,85.60,2203.8
"visaing88",2.61,7.00,5.10,6.30,0,0,6,3,1,40,12,13,16,2,4,59,27.92,2071.9
"Alina Li",1.22,2.70,5.00,3.40,0,0,3,5,2,20,0,6,9,4,1,40,27.65,1545.6
"Nanashi",2.31,6.50,7.10,9.90,1,2,2,4,1,30,9,6,15,3,3,54,66.88,2058.4
"MicroDiamond",1.03,1.50,7.00,5.70,2,2,0,0,3,43,8,2,11,3,1,45,29.73,1894.4285714285713
"thechipsta",4.95,9.90,4.20,10.90,1,0,7,2,0,60,9,12,21,1,5,60,64.15,2028.7
"Aetherion",1.90,4.60,6.20,7.20,5,2,0,2,1,20,1,7,14,1,1,52,61.88,1816.8
"UpsetSloth",2.69,6.50,5.10,7.20,0,1,1,3,5,30,6,5,13,5,3,54,55.17,1992.8
"Rosen Shock",1.76,9.10,8.80,6.40,2,8,0,0,0,40,0,13,14,2,2,52,107.33,1914.2
"Sotofu",2.21,8.20,7.80,9.00,4,6,0,0,0,40,0,7,13,1,1,57,83.27,2316.9
"TediousStar",1.48,4.80,5.40,3.20,7,3,0,0,0,30,6,13,16,2,1,39,96.62,1830.3
"Rugved",2.15,7.30,8.90,11.80,2,2,1,1,4,40,3,5,18,4,3,61,74.40,2032.8
"Jmack13",2.66,8.60,7.00,10.00,2,4,1,3,0,60,0,16,16,0,1,51,143.30,2092.5
"Loushangdebiaoge",2.53,3.80,5.50,10.10,6,3,1,0,0,50,4,4,24,1,3,46,145.60,1949.9
"Alexsaur22",2.22,3.00,5.50,9.20,0,0,1,6,3,30,4,8,13,1,1,49,36.58,1929.6
"DEAD 95",3.00,6.40,5.60,10.40,3,3,3,0,1,60,3,7,16,3,5,48,104.18,2081.2
"Irish Maiden",2.42,1.10,5.50,12.20,0,0,0,0,10,40,25,1,14,5,4,53,55.23,2091.6
"Paramexican",2.68,4.50,3.40,4.60,5,4,0,1,0,50,13,12,10,2,3,38,36.82,1660.2
"Big Barn BEz",2.15,7.90,6.60,6.30,0,5,1,4,0,40,0,8,11,1,3,57,79.08,1827.3
"Rura",2.73,3.30,4.50,9.00,1,0,2,4,3,30,2,3,16,3,2,47,24.83,1943.4
"rosborn",2.11,6.20,7.30,9.20,6,0,4,0,0,30,4,3,12,3,4,54,25.80,1953.4
"VisionR",2.02,8.00,8.10,8.40,3,1,3,3,0,50,13,12,12,2,8,51,36.33,1875.8
"onyl1",2.78,7.90,4.90,5.70,0,6,0,4,0,50,50,8,17,7,3,52,67.10,1789.4
"Blomnqvist",2.70,8.50,5.30,5.80,2,0,2,6,0,50,7,18,16,4,4,55,101.28,1896.2
"That1Teacher",2.51,0.70,5.90,14.10,0,2,0,1,7,30,23,0,14,2,2,59,49.62,2065.4
"LuckeCharms",3.11,5.50,5.50,11.60,2,3,0,5,0,60,13,18,18,4,6,52,108.08,2105.3
"bambooforest12",3.70,6.30,4.40,10.00,1,8,0,0,1,70,4,14,20,6,6,55,143.07,1898.4
"Megarice",2.22,2.30,5.80,10.60,1,0,0,2,7,50,6,9,11,1,1,52,34.90,1779.8
"Pandilly",3.32,6.20,4.70,9.40,0,8,2,0,0,50,1,6,15,3,1,52,198.80,2109.9
"YourMothersDildo",1.95,7.40,6.40,5.10,6,3,0,0,1,40,14,13,15,2,1,39,51.25,1920.4
"oneironautz",1.90,1.90,5.20,8.00,0,0,4,0,6,30,38,3,12,2,3,45,38.18,1844.9
"belthazor3457",2.46,1.50,6.50,14.50,1,0,0,0,9,30,0,1,15,0,3,62,39.93,1999.3
"Wrestle",2.22,5.50,4.90,5.40,8,0,0,1,1,50,10,10,17,1,4,48,30.47,1787.7
"lNSlDlOUS",1.42,4.10,6.70,5.40,1,5,3,0,1,10,2,1,7,1,1,42,112.03,1740.3
"Prevo",2.51,2.00,5.70,12.30,0,0,0,0,10,50,19,8,17,2,4,58,58.55,1956.6
"Icics",2.61,7.60,5.70,7.30,3,0,6,1,0,50,8,12,14,2,1,61,257.95,1994.8
"Wispreaver",2.40,2.80,4.50,8.00,4,5,0,0,1,30,4,7,14,0,5,52,123.35,1927
"Yu Naru",2.48,4.30,5.60,9.60,2,5,2,0,1,30,4,4,17,1,1,54,129.78,1851.4
"touch tank",3.20,6.40,4.40,7.70,1,2,3,3,1,50,8,11,15,4,2,53,116.20,1999
"pHD Dobas",2.03,4.00,6.70,9.60,0,0,5,0,5,40,2,5,15,4,4,53,35.62,2102.5
"TheOriginalBIG",1.76,7.00,7.60,6.40,0,1,4,5,0,20,0,6,14,6,1,46,32.15,2041.9
"theNamesRichard",2.89,9.70,6.40,8.80,5,5,0,0,0,40,3,19,14,1,5,53,190.17,2177
"Kaizoku Ryu",2.88,5.10,4.80,8.70,2,0,7,1,0,50,2,6,11,2,3,48,39.48,1824.1
"MrBanana211",2.22,6.20,5.50,6.00,5,1,2,2,0,40,5,10,8,2,1,51,63.98,1698.5
"Lifestile",2.25,4.90,4.40,5.00,8,0,0,2,0,30,5,12,11,3,3,39,34.93,1842.8
"Bum Bum",1.54,4.10,6.80,6.40,3,2,3,1,1,20,0,5,9,2,0,49,104.42,1896.2
"Squadporks",2.97,3.90,3.70,7.10,5,1,0,3,1,40,6,5,11,3,3,43,86.67,1886
"old woft",2.75,5.60,5.10,8.40,2,0,7,0,1,40,4,6,16,4,8,52,30.18,2040
"RampageJ5",0.86,3.80,10.10,4.90,3,0,6,0,1,30,0,5,13,1,4,33,210.93,1956.7
"ToxicK2",2.80,1.50,5.60,14.20,0,0,1,0,9,40,17,0,10,0,5,55,100.62,2320.6
"AteEight",2.46,4.40,7.00,12.80,1,7,1,1,0,50,3,7,23,2,6,56,177.85,2266.8
"Chad Sado",3.16,4.20,4.90,11.30,0,3,0,5,2,60,10,9,16,2,5,54,54.87,2086.4
"AdaroUmll",2.92,11.30,6.50,7.70,9,1,0,0,0,80,19,16,21,3,5,51,53.63,2073.4
"Rimon",2.92,8.50,5.20,6.70,3,0,7,0,0,40,7,7,18,3,3,55,26.53,1944
"Sweet Joffrey",2.07,7.30,6.70,6.60,4,0,6,0,0,50,0,7,15,0,5,50,37.50,1917.6
"xFierceHalox",4.64,5.00,3.60,11.70,1,8,0,0,1,60,9,3,19,3,11,64,129.32,2058.3
"Gustomatic",2.52,5.70,5.20,7.40,0,6,0,4,0,70,10,21,23,6,7,44,65.72,1856.9
"The InternetRed",2.08,5.00,5.10,5.60,0,0,1,9,0,50,2,12,12,1,6,42,17.08,1760.2
"Jihad",2.13,4.50,5.30,6.80,1,0,4,5,0,40,0,7,11,0,2,47,35.67,1799.7
"Azhyan",2.85,6.00,4.60,7.10,0,4,0,6,0,50,33,10,20,3,6,45,55.35,2166.1
"DayShadow0919",3.17,7.10,4.70,7.80,6,2,1,1,0,50,0,13,11,5,5,52,142.40,1958.1
"toothd3cay",3.77,4.20,3.90,10.50,2,4,0,1,3,50,29,7,17,3,5,60,134.05,2152
"Flipsydee",3.30,4.30,4.60,10.90,6,3,0,0,1,80,6,14,23,4,5,48,124.98,2168.1
"lmTryingMyBest",1.97,6.60,5.90,5.00,1,5,2,1,1,60,11,9,21,5,5,39,118.20,2079.6
"HyIton",2.84,3.20,6.10,14.10,0,4,1,0,5,20,10,5,17,2,2,55,124.57,2149.6
"Myster Fyster",3.50,7.50,4.00,6.50,0,0,7,3,0,60,22,10,17,3,4,51,62.18,1763
"UpYourBunghole",4.10,2.30,5.10,18.60,0,0,0,0,10,30,23,7,22,0,8,66,46.77,2288.2
"Urukiora Cifer",3.39,9.70,5.10,7.60,3,5,1,1,0,50,0,10,23,2,2,59,98.20,1761.1
"CheeseburgerJake",2.14,6.00,7.60,10.30,4,0,1,3,2,20,9,10,12,1,4,50,70.20,2209
"dramoonzer",2.37,2.30,5.20,10.00,0,0,0,1,9,40,9,2,17,3,3,54,28.75,1994.6
"Elucide",2.96,4.80,4.80,9.40,4,5,0,0,1,50,27,10,11,3,2,61,82.77,1918.7
"beauxbeltran",2.24,4.00,4.90,7.00,0,8,2,0,0,30,10,2,10,1,3,53,123.65,1887.4
"Terracubist",2.30,1.40,6.30,13.10,0,1,0,0,9,40,15,6,17,0,4,43,66.20,2088.4
"imperialchina",1.89,1.60,5.50,8.80,0,0,2,2,6,30,0,3,12,5,2,40,30.85,1947.1
"Kin",2.79,4.60,6.60,13.80,1,0,3,1,5,30,21,8,14,1,1,60,102.73,2412.4
"HeadGam3z",5.37,2.20,2.70,12.30,0,0,0,1,9,50,6,4,15,2,5,52,82.45,1964.1
"ZeroLamperouge",2.80,8.30,6.50,9.90,0,1,0,9,0,60,8,15,20,3,4,51,32.40,2004.2
"Sube",2.57,6.60,6.00,8.80,0,0,4,6,0,50,0,11,18,3,2,49,46.05,2086.1
"Knight Japollo",2.21,1.90,7.80,15.30,0,0,0,1,9,40,0,8,23,2,1,55,28.30,1932.2
"Materium",1.91,3.00,5.30,7.10,2,7,0,0,1,30,8,12,15,4,1,42,167.43,1946.7
"Psygeese",2.73,9.90,6.70,8.40,3,0,6,1,0,40,0,15,20,2,7,54,64.17,2346.7
"sexy trash",1.32,3.90,7.30,5.70,0,0,4,5,1,20,0,6,12,0,1,43,30.37,1743.7
"Zyji",1.59,3.80,6.40,6.40,1,3,0,3,1,25,0,4,4,1,4,48,27.03,1845.75
"Blooregard QKazo",1.07,3.90,6.00,2.50,1,2,2,5,0,10,6,4,7,1,1,34,48.08,1888.1
"AngryBird63",2.06,7.40,7.10,7.20,10,0,0,0,0,50,10,6,10,1,2,46,313.77,2180.3
"TheAceOfCraze",2.67,5.00,4.60,7.30,4,2,3,0,1,50,17,12,15,2,1,47,38.38,1702.7
"EstrellaLand",2.56,7.60,5.40,6.20,0,2,2,6,0,40,3,15,12,3,1,56,34.50,1837
"Kim Jong Rodman",2.72,3.90,4.70,8.90,0,3,0,7,0,40,11,9,10,1,1,51,63.93,1863.1
"JoshyyD",2.69,8.10,5.40,6.40,2,0,1,7,0,40,0,14,13,4,2,58,43.05,1850.4
"Bielskis1",3.30,5.40,4.70,10.10,2,5,1,0,2,50,6,3,16,1,2,56,49.02,1805.5
"AABBCC",2.05,5.70,6.10,6.80,6,4,0,0,0,40,10,5,13,3,4,56,103.83,1756.4
"PandaEcstasy",1.23,3.80,8.10,6.20,0,4,2,4,0,20,0,7,10,5,2,43,101.93,1850.2
"CUTLAZ",2.59,5.80,4.10,4.80,1,3,0,6,0,30,2,14,13,4,0,46,38.15,1905.7
"EDG baron",2.92,5.60,5.10,9.30,0,6,2,2,0,40,15,3,15,2,2,58,80.98,1925
"xXoX iAkOuL XoXx",2.43,5.60,6.50,10.20,5,3,0,0,2,30,11,12,14,0,3,52,60.47,2147.9
"Tricky n Such",2.55,6.70,5.50,7.30,2,0,1,7,0,40,0,6,20,4,4,51,51.13,2172.7
"Saddong Hussein",2.14,6.70,5.70,5.50,0,0,4,6,0,30,0,11,12,1,0,47,35.23,1766.1
"ROX Peanutt",1.73,4.80,8.80,10.40,3,1,6,0,0,40,2,6,19,1,4,50,46.32,1909.1
"kbreeezy",2.61,8.40,6.10,7.50,1,1,3,4,1,70,1,9,15,3,4,48,60.72,1886.6
"FG Lynx",1.56,9.70,10.30,6.40,3,4,2,1,0,40,0,7,17,2,2,52,268.82,1983.3
"Gustii",2.81,6.70,5.90,9.90,2,8,0,0,0,60,6,5,29,1,5,47,96.67,2114.3
"Bonbonagaz",1.79,4.60,8.20,10.10,4,0,1,2,3,50,16,17,16,2,6,45,114.67,2173.4
"Noobsnack",2.55,10.60,8.20,10.30,2,2,1,5,0,50,0,18,19,2,4,60,98.32,2109.6
"Goronfighter",2.88,4.80,5.10,9.90,3,2,2,0,3,50,16,4,11,2,5,54,100.98,1986
"Sally N Adolphs",2.50,5.80,7.00,11.70,0,2,3,5,0,40,3,9,12,2,4,54,96.58,2415.5
"crywolfx",2.22,5.60,5.50,6.60,0,4,4,2,0,20,20,6,16,2,1,49,55.27,1890.6
"zroow",2.44,3.20,7.20,14.40,0,2,0,0,8,40,0,3,21,3,3,55,82.12,2146.7
"UnknownWizard",2.17,6.50,6.00,6.50,6,1,2,1,0,50,5,7,12,2,5,48,103.20,1818.5
"Slaying Immortal",2.53,8.40,6.60,8.30,2,3,4,1,0,50,0,17,17,1,6,49,171.40,2117.6
"youraime",2.62,6.90,5.80,8.30,4,0,6,0,0,80,2,13,17,4,4,49,54.02,2015
"i7 FTW",3.26,6.40,6.20,13.80,5,0,0,3,2,40,8,9,21,1,4,57,67.40,2133.9
"MRGAMEXWATCH",2.09,4.60,6.80,9.60,3,1,4,1,1,50,15,7,19,6,5,44,100.67,2019.7
"Reaper Areios",3.30,6.50,5.00,10.00,1,1,3,5,0,60,4,9,15,1,5,60,68.15,1834.8
"GSguerrilla",3.02,0.90,4.00,11.20,0,0,0,0,9,56,11,2,8,5,0,49,28.90,1767.6666666666667
"Luke Than 3102",2.53,2.40,6.40,13.80,0,0,1,4,5,60,12,3,18,3,3,51,19.03,1870.1
"WODHEmperor",3.26,9.10,6.10,10.80,1,0,0,9,0,60,16,26,22,2,5,57,97.62,2029.1
"CatacombDragon",1.70,5.90,8.80,9.10,5,1,4,0,0,50,7,9,16,2,2,40,189.60,2311.8
"dmghost",2.01,4.30,7.00,9.80,1,2,0,3,4,40,14,14,11,0,5,44,63.00,1885.6
"PotatoTheMan",2.93,1.80,4.50,11.40,2,3,0,0,5,40,1,5,23,3,8,49,224.32,1976.3
"Zespider",2.56,2.80,5.90,12.30,0,2,0,0,8,40,4,8,22,1,2,57,375.95,2262.9
"Taipei WetWetDer",2.91,3.20,4.50,9.90,1,3,0,6,0,50,0,5,22,1,1,44,50.93,1943.8
"Zukoskiller",2.20,2.30,5.40,9.60,0,2,3,0,5,40,19,5,13,2,4,43,86.92,1871.5
"zCannibalz",2.04,5.40,5.70,6.20,5,0,3,2,0,40,3,8,13,2,6,39,28.78,1852.8
"ColorlessBubble",2.25,11.60,7.70,5.70,0,0,3,7,0,30,5,11,18,3,8,57,110.25,2222.4
"Lonesome Warrior",1.54,5.40,7.20,5.70,5,0,2,1,2,40,9,8,14,3,2,37,52.25,2015.5
"coolbro50",2.96,6.60,5.50,9.70,0,2,6,1,1,70,4,7,16,1,9,42,36.82,2331.7
"zorio64",1.38,2.80,6.50,6.20,5,1,1,0,3,30,1,8,18,3,2,39,57.67,1972.9
"stonelotus",2.21,6.20,4.80,4.40,3,0,7,0,0,50,4,6,18,2,3,43,33.87,1892.9
"HeroAran",2.22,5.70,7.60,11.20,3,1,4,1,1,30,0,15,17,1,4,50,156.80,2228.8
"Zlemonman",2.14,8.80,7.20,6.60,3,2,5,0,0,30,7,11,18,1,5,54,48.88,2147.3
"W0RLDBREAKER",2.41,2.60,5.10,9.70,3,0,0,1,6,60,12,8,19,3,11,47,47.70,2058.3
"BIink 182",2.22,9.70,8.20,8.50,0,0,4,5,1,40,0,13,17,1,3,57,60.43,2051.1
